id,degree,college_name,start_year,end_year,branch,marks,additional_info,tier_level,text,segments,created_at,updated_at,status,cid,source,extra
80447,Bachelor's degree,JNTUH College of Engineering Hyderabad,August 2008,May 2012,,,,-1,,{},2024-06-25 08:28:57.098260+00:00,2024-06-25 08:29:25.661774+00:00,1,41406,39864,
80448,Unknown,Unknown,Unknown,Unknown,,,,-1,,{},2024-06-25 08:32:40.351009+00:00,2024-06-25 08:32:40.354665+00:00,1,41407,39865,
80449,Master's degree,Campbellsville University,2021,2023,,,,-1,,{},2024-06-25 08:33:10.677998+00:00,2024-07-12 13:49:53.789764+00:00,1,41408,39866,
80450,Bachelor's,Jawaharlal Nehru Technological University,July 2009,May 2013,,,,-1,,{},2024-06-25 08:33:43.627747+00:00,2024-06-25 08:33:43.633585+00:00,1,41409,39867,
87028,Master's degree,University of Maryland,2021,2023,,,,-1,,{},2024-07-04 08:06:14.254207+00:00,2024-07-04 08:59:21.786735+00:00,1,41410,39868,
87029,Bachelor of Technology (BTech),Jawaharlal Nehru Technological University,2014,2018,,,,-1,,{},2024-07-04 08:06:14.268067+00:00,2024-07-04 08:59:21.791064+00:00,1,41410,39868,
80451,"Master's degree, Robotics and AI",University of Maryland,August 2021,May 2023,,,,-1,,{},2024-06-25 08:52:47.642492+00:00,2024-06-25 08:52:47.646092+00:00,1,41410,39868,
80452,"Master's degree, Computer Science",University of Florida,August 2022,May 2024,,,,-1,,{},2024-06-25 08:54:24.881246+00:00,2024-06-25 08:54:24.885113+00:00,1,41411,39869,
80453,"Bachelor of Engineering - BE, Computer Engineering",Fr. Conceicao Rodrigues College of Engineering,2016,2020,,,,-1,,{},2024-06-25 08:54:24.892558+00:00,2024-06-25 08:54:24.897489+00:00,1,41411,39869,
80454,"HSC, Higher Secondary Schooling",Pace Junior Science College,2014,2016,,,,-1,,{},2024-06-25 08:54:24.901944+00:00,2024-06-25 08:54:24.905398+00:00,1,41411,39869,
80455,"SSC, Primary and Secondary schooling",Our Lady of Remedy High School,2004,2014,,,,-1,,{},2024-06-25 08:54:24.909482+00:00,2024-06-25 08:54:24.912860+00:00,1,41411,39869,
81111,"Master's degree, Computer Science",University of Maryland Baltimore County,August 2022,May 2024,,,,-1,,{},2024-06-25 13:55:15.033817+00:00,2024-06-25 13:55:15.039731+00:00,1,41414,39872,
81112,"Bachelor of Technology - BTech, Computer Science",KL University,June 2016,April 2020,,,,-1,,{},2024-06-25 13:55:15.044336+00:00,2024-06-25 13:55:15.047724+00:00,1,41414,39872,
80461,Master's degree,University of Maryland Baltimore County,2022,2024,,,,-1,,{},2024-06-25 10:08:06.803339+00:00,2024-07-08 03:34:25.831826+00:00,1,41414,39872,
80462,Bachelor of Technology - BTech,KL University,2016,2020,,,,-1,,{},2024-06-25 10:08:06.812804+00:00,2024-07-08 03:34:25.837762+00:00,1,41414,39872,
81172,"Master of Science - MS, Computer Science",University of Central Florida,August 2022,May 2024,,,,-1,,{},2024-06-25 17:52:14.045362+00:00,2024-06-25 17:52:14.051373+00:00,1,41416,39874,
80467,Master of Science - MS,University of Central Florida,2022,2024,,,,-1,,{},2024-06-25 10:08:46.045383+00:00,2024-07-12 07:30:23.101184+00:00,1,41416,39874,
80468,Bachelor's degree,MCT's Rajiv Gandhi Institute Of Technology,2018,2022,,,,-1,,{},2024-06-25 10:08:46.054423+00:00,2024-07-12 07:30:23.106496+00:00,1,41416,39874,
81140,"Bachelor of Technology - BTech, Computer Science",REVA University,2018,2022,,,,-1,,{},2024-06-25 17:10:32.282387+00:00,2024-06-25 17:10:32.292208+00:00,1,41417,39875,
81139,"Master of Science - MS, Information systems",Northeastern University,September 2022,May 2024,,,,-1,,{},2024-06-25 17:10:32.265277+00:00,2024-06-25 17:10:32.276623+00:00,1,41417,39875,
80469,Master of Science - MS,Northeastern University,2022,2024,,,,-1,,{},2024-06-25 10:09:13.880661+00:00,2024-07-06 11:20:15.189081+00:00,1,41417,39875,
80470,Bachelor of Technology - BTech,REVA University,2018,2022,,,,-1,,{},2024-06-25 10:09:13.886926+00:00,2024-07-06 11:20:15.194508+00:00,1,41417,39875,
80471,School,Bharatiya Vidya Bhavan's,2003,2016,,,,-1,,{},2024-06-25 10:09:13.893091+00:00,2024-07-06 11:20:15.200211+00:00,1,41417,39875,
81128,"Master of Engineering - MEng, Computer Science",University of Cincinnati,August 2022,April 2024,,,,-1,,{},2024-06-25 17:05:34.124190+00:00,2024-06-25 17:05:34.131767+00:00,1,41418,39876,
81129,"Bachelor of Technology - BTech, Information Technology",Anil Neerukonda Institute Of Technology & Sciences,2015,2019,,,,-1,,{},2024-06-25 17:05:34.139264+00:00,2024-06-25 17:05:34.143922+00:00,1,41418,39876,
80472,Master of Engineering - MEng,University of Cincinnati,2022,2024,,,,-1,,{},2024-06-25 10:09:26.231520+00:00,2024-06-25 18:06:02.310540+00:00,1,41418,39876,
80473,Bachelor of Technology - BTech,Anil Neerukonda Institute Of Technology & Sciences,2015,2019,,,,-1,,{},2024-06-25 10:09:26.238655+00:00,2024-06-25 18:06:02.316049+00:00,1,41418,39876,
81173,"Master of Science - MS, Computer Science",University of Dayton,August 2022,May 2024,,,,-1,,{},2024-06-25 17:53:30.853234+00:00,2024-06-25 17:53:30.856954+00:00,1,41426,39884,
81174,"BE - Bachelor of Engineering, Computer Engineering","Vidya Vardhaka College of Engineering, MYSORE",2016,2020,,,,-1,,{},2024-06-25 17:53:30.861203+00:00,2024-06-25 17:53:30.864451+00:00,1,41426,39884,
80494,Master of Science - MS,University of Dayton,2022,2024,,,,-1,,{},2024-06-25 10:11:53.827122+00:00,2024-07-06 07:34:40.524505+00:00,1,41426,39884,
80495,BE - Bachelor of Engineering,"Vidya Vardhaka College of Engineering, MYSORE",2016,2020,,,,-1,,{},2024-06-25 10:11:53.834938+00:00,2024-07-06 07:34:40.532864+00:00,1,41426,39884,
81221,Master's degree in Computer Science,Virginia Tech,August 2022,May 2024,,,,-1,,{},2024-06-25 19:13:40.150310+00:00,2024-06-25 19:13:40.154604+00:00,1,41428,39886,
81222,Bachelor of Engineering in Electronics and Telecommunication,Maharashtra Institute of Technology,2014,2018,,,,-1,,{},2024-06-25 19:13:40.158858+00:00,2024-06-25 19:13:40.161979+00:00,1,41428,39886,
80498,Master's degree,Virginia Tech,2022,2024,,,,-1,,{},2024-06-25 10:12:26.395356+00:00,2024-06-25 10:12:26.399012+00:00,1,41428,39886,
80499,Bachelor of Engineering,Maharashtra Institute of Technology,2014,2018,,,,-1,,{},2024-06-25 10:12:26.404062+00:00,2024-06-25 10:12:26.407609+00:00,1,41428,39886,
81186,Master's degree in Computer and Information Science,University of North Texas,August 2022,May 2024,,,,-1,,{},2024-06-25 17:57:27.116511+00:00,2024-06-25 17:57:27.121406+00:00,1,41431,39889,
81187,Bachelor of Engineering in Electronics and Communication Engineering,RNS Institute of Technology - India,August 2015,July 2019,,,,-1,,{},2024-06-25 17:57:27.126994+00:00,2024-06-25 17:57:27.140774+00:00,1,41431,39889,
80502,Master's degree,University of North Texas,2022,2024,,,,-1,,{},2024-06-25 10:13:26.988712+00:00,2024-07-24 16:41:04.822118+00:00,1,41431,39889,
80503,Bachelor of Engineering,RNS Institute of Technology - India,2015,2019,,,,-1,,{},2024-06-25 10:13:26.995331+00:00,2024-07-24 16:41:04.828564+00:00,1,41431,39889,
81164,Master's degree in Computer Science,Missouri State University,August 2022,May 2024,,,,-1,,{},2024-06-25 17:45:58.865502+00:00,2024-06-25 17:45:58.872817+00:00,1,41436,39894,
80514,Master's degree,Missouri State University,2022,2024,,,,-1,,{},2024-06-25 10:14:47.042597+00:00,2024-07-24 13:02:48.339752+00:00,1,41436,39894,
80515,Bachelor of Technology - BTech,BV Raju Institute of Technology (BVRIT),2016,2020,,,,-1,,{},2024-06-25 10:14:47.050870+00:00,2024-07-24 13:02:48.345158+00:00,1,41436,39894,
81079,"Master's degree, Computer Science",University of New Haven,August 2022,May 2024,,,,-1,,{},2024-06-25 13:02:24.273132+00:00,2024-06-25 13:02:24.276958+00:00,1,41437,39895,
81080,"Master of Technology - MTech(Integrated), Computer Software Engineering",Vellore Institute of Technology,June 2016,April 2021,,,,-1,,{},2024-06-25 13:02:24.280788+00:00,2024-06-25 13:02:24.283692+00:00,1,41437,39895,
80516,Master's degree,University of New Haven,2022,2024,,,,-1,,{},2024-06-25 10:15:05.643916+00:00,2024-07-06 13:49:54.808906+00:00,1,41437,39895,
80517,Master of Technology - MTech(Integrated),Vellore Institute of Technology,2016,2021,,,,-1,,{},2024-06-25 10:15:05.650454+00:00,2024-07-06 13:49:54.813724+00:00,1,41437,39895,
81108,"Master's degree, Computer Science",Purdue University,August 2022,May 2024,,,,-1,,{},2024-06-25 13:53:29.838074+00:00,2024-06-25 13:53:29.842315+00:00,1,41440,39898,
80522,Master's degree,Purdue University,2022,2024,,,,-1,,{},2024-06-25 10:16:09.620838+00:00,2024-07-05 19:16:54.427259+00:00,1,41440,39898,
80523,,JNTUH College of Engineering Sultanpur,2014,2017,,,,-1,,{},2024-06-25 10:16:09.634676+00:00,2024-07-05 19:16:54.432524+00:00,1,41440,39898,
80524,High School Diploma,Sanjay gandhi memorial govt polytechnic,2011,2014,,,,-1,,{},2024-06-25 10:16:09.643164+00:00,2024-07-05 19:16:54.437414+00:00,1,41440,39898,
80525,High school,"Jawahar navodaya vidyalaya, Vattem",2010,2011,,,,-1,,{},2024-06-25 10:16:09.650589+00:00,2024-07-05 19:16:54.442580+00:00,1,41440,39898,
81081,Master's degree in Information Technology,University of Cincinnati,January 2023,April 2024,,,,-1,,{},2024-06-25 13:07:46.196320+00:00,2024-06-25 13:07:46.200204+00:00,1,41445,39903,
81082,Bachelor of Technology in Computer Science,RGUKT Basar,,,,,,-1,,{},2024-06-25 13:07:46.204359+00:00,2024-06-25 13:07:46.207402+00:00,1,41445,39903,
80537,Master's degree,University of Cincinnati,2023,2024,,,,-1,,{},2024-06-25 10:17:44.329691+00:00,2024-06-25 18:02:43.172876+00:00,1,41445,39903,
81104,"Master of Science - MS, Marketing Analytics and Insights",Wright State University,January 2023,April 2024,,,,-1,,{},2024-06-25 13:35:11.485622+00:00,2024-06-25 13:35:11.490100+00:00,1,41449,39907,
81105,"Bachelor of Engineering - BE, Electronics and communication Engineering",AMC Engineering College,August 2014,June 2018,,,,-1,,{},2024-06-25 13:35:11.494644+00:00,2024-06-25 13:35:11.497921+00:00,1,41449,39907,
80543,Master of Science - MS,Wright State University,2023,2024,,,,-1,,{},2024-06-25 10:18:44.151980+00:00,2024-06-25 18:04:48.274090+00:00,1,41449,39907,
80544,Bachelor of Engineering - BE,AMC Engineering College,2014,2018,,,,-1,,{},2024-06-25 10:18:44.158538+00:00,2024-06-25 18:04:48.280851+00:00,1,41449,39907,
80545,PCMC,Vijaya Composite PU College,2012,2014,,,,-1,,{},2024-06-25 10:18:44.165104+00:00,2024-06-25 18:04:48.286804+00:00,1,41449,39907,
80546,,Carmel Convent School,2002,2012,,,,-1,,{},2024-06-25 10:18:44.171838+00:00,2024-06-25 18:04:48.292888+00:00,1,41449,39907,
81109,MS in Software Engineering Systems,Northeastern University,September 2022,May 2024,,,,-1,,{},2024-06-25 13:54:14.796033+00:00,2024-06-25 18:58:32.517621+00:00,1,41450,39908,
81110,"Bachelor of Technology - BTech, Computer Engineering",MKSSS Cummins College of Engineering for Women,August 2016,May 2020,,,,-1,,{},2024-06-25 13:54:14.814379+00:00,2024-06-25 18:58:32.522854+00:00,1,41450,39908,
80547,Master of Science - MS,Northeastern University,2022,2024,,,,-1,,{},2024-06-25 10:19:10.375246+00:00,2024-07-07 18:38:47.721569+00:00,1,41450,39908,
80548,Bachelor of Technology - BTech,MKSSS Cummins College of Engineering for Women,2016,2020,,,,-1,,{},2024-06-25 10:19:10.385548+00:00,2024-07-07 18:38:47.728039+00:00,1,41450,39908,
80550,Master's degree,Stony Brook University,2022,2024,,,,-1,,{},2024-06-25 10:19:41.569480+00:00,2024-07-24 22:13:27.868081+00:00,1,41452,39910,
80551,Bachelor of Engineering (B.E.),Pune Institute of Computer Technology,2015,2019,,,,-1,,{},2024-06-25 10:19:41.577634+00:00,2024-07-24 22:13:27.873062+00:00,1,41452,39910,
81066,"Master of Science - MS, Data science",University of Maryland Baltimore County,January 2023,May 2024,,,,-1,,{},2024-06-25 12:40:49.491287+00:00,2024-06-25 12:40:49.495989+00:00,1,41454,39912,
81067,"b.tech, Biotechnology","Vignan's Foundation for Science, Technology & Research",2016,2020,,,,-1,,{},2024-06-25 12:40:49.501259+00:00,2024-06-25 12:40:49.504795+00:00,1,41454,39912,
80555,Master of Science - MS,University of Maryland Baltimore County,2023,2024,,,,-1,,{},2024-06-25 10:19:52.323210+00:00,2024-06-25 18:06:16.466519+00:00,1,41454,39912,
80556,b.tech,"Vignan's Foundation for Science, Technology & Research",2016,2020,,,,-1,,{},2024-06-25 10:19:52.331770+00:00,2024-06-25 18:06:16.472423+00:00,1,41454,39912,
81162,Master of Science in Information Systems,Northeastern University,September 2022,April 2024,,,,-1,,{},2024-06-25 17:45:30.497809+00:00,2024-06-25 19:00:03.739762+00:00,1,41455,39913,
81163,B.Tech in Computer Science,"Shanmugha Arts, Science, Technology and Research Academy",2016,2020,,,,-1,,{},2024-06-25 17:45:30.505206+00:00,2024-06-25 19:00:03.744379+00:00,1,41455,39913,
80560,Master of Science ,Northeastern University,2022,2024,,,,-1,,{},2024-06-25 10:20:32.134943+00:00,2024-06-25 10:20:32.138433+00:00,1,41455,39913,
80561,B.Tech,"Shanmugha Arts, Science, Technology and Research Academy",2016,2020,,,,-1,,{},2024-06-25 10:20:32.143198+00:00,2024-06-25 10:20:32.146917+00:00,1,41455,39913,
81095,Master of Science in Computer Science,George Mason University,August 2022,May 2024,,,,-1,,{},2024-06-25 13:24:10.668953+00:00,2024-06-25 18:59:03.285675+00:00,1,41458,39916,
81096,Bachelor's degree in Information Technology,Sinhgad College of Engineering,August 2017,June 2021,,,,-1,,{},2024-06-25 13:24:10.677481+00:00,2024-06-25 18:59:03.290245+00:00,1,41458,39916,
80565,Master of Science - MS,George Mason University,2022,2024,,,,-1,,{},2024-06-25 10:21:14.407263+00:00,2024-06-25 10:21:14.410693+00:00,1,41458,39916,
80566,Bachelor's degree,Sinhgad College of Engineering,2017,2021,,,,-1,,{},2024-06-25 10:21:14.415554+00:00,2024-06-25 10:21:14.418782+00:00,1,41458,39916,
81106,Master's in Computer Science,Missouri University of Science and Technology,August 2022,May 2024,,,,-1,,{},2024-06-25 13:41:58.700416+00:00,2024-06-25 13:41:58.704395+00:00,1,41459,39917,
81107,"Bachelor of Engineering - BE, Electrical, Electronics and Communications Engineering","Gandhi Institute of Technology & Management (GITAM) University, Visakhapatnam",2016,2020,,,,-1,,{},2024-06-25 13:41:58.708271+00:00,2024-06-25 13:41:58.711262+00:00,1,41459,39917,
80567,Master's degree,Missouri University of Science and Technology,2022,2024,,,,-1,,{},2024-06-25 10:21:25.365239+00:00,2024-07-24 22:03:25.585411+00:00,1,41459,39917,
80568,Bachelor of Engineering - BE,"Gandhi Institute of Technology & Management (GITAM) University, Visakhapatnam",2016,2020,,,,-1,,{},2024-06-25 10:21:25.390592+00:00,2024-07-24 22:03:25.592331+00:00,1,41459,39917,
81184,"Master of Science - MS, Computer Science",University of Colorado Boulder,August 2022,May 2024,,,,-1,,{},2024-06-25 17:57:12.370418+00:00,2024-06-25 17:58:20.051411+00:00,1,41460,39918,
81185,"MSc, Software Systems",PSG College of Technology,June 2015,May 2020,,,,-1,,{},2024-06-25 17:57:12.381341+00:00,2024-06-25 17:58:20.056640+00:00,1,41460,39918,
80569,Master of Science - MS,University of Colorado Boulder,2022,2024,,,,-1,,{},2024-06-25 10:21:39.962684+00:00,2024-07-24 19:08:44.079123+00:00,1,41460,39918,
80570,MSc,PSG College of Technology,2015,2020,,,,-1,,{},2024-06-25 10:21:39.971384+00:00,2024-07-24 19:08:44.084794+00:00,1,41460,39918,
80571,,Shri Nehru Vidyalaya,2007,2015,,,,-1,,{},2024-06-25 10:21:39.986409+00:00,2024-07-24 19:08:44.089213+00:00,1,41460,39918,
81158,"Master of Science - MS, Computer Software Engineering",Northeastern University,September 2022,May 2024,,,,-1,,{},2024-06-25 17:42:20.741204+00:00,2024-06-25 17:42:20.744631+00:00,1,41461,39919,
81159,"Bachelor of Technology - BTech, Electronics and Computer Engineering","Shanmugha Arts, Science, Technology and Research Academy",2016,2020,,,,-1,,{},2024-06-25 17:42:20.749161+00:00,2024-06-25 17:42:20.757670+00:00,1,41461,39919,
80572,Master of Science - MS,Northeastern University,2022,2024,,,,-1,,{},2024-06-25 10:22:04.584404+00:00,2024-07-08 04:52:06.722631+00:00,1,41461,39919,
80573,Bachelor of Technology - BTech,"Shanmugha Arts, Science, Technology and Research Academy",2016,2020,,,,-1,,{},2024-06-25 10:22:04.590966+00:00,2024-07-08 04:52:06.728917+00:00,1,41461,39919,
81099,"Master of Science - MS, Computer Science",The University of Texas at Arlington,August 2021,May 2024,,,,-1,,{},2024-06-25 13:25:58.424555+00:00,2024-06-25 13:25:58.428419+00:00,1,41468,39926,
81100,"Bachelor of Engineering - BE, Electrical, Electronics and Communications Engineering",Smt.Kashibai Navale college of Engineering,2017,2021,,,,-1,,{},2024-06-25 13:25:58.432203+00:00,2024-06-25 13:25:58.435266+00:00,1,41468,39926,
80584,Master of Science - MS,The University of Texas at Arlington,2021,2024,,,,-1,,{},2024-06-25 10:23:35.843656+00:00,2024-07-24 22:07:05.155832+00:00,1,41468,39926,
80585,Bachelor of Engineering - BE,Smt.Kashibai Navale college of Engineering,2017,2021,,,,-1,,{},2024-06-25 10:23:35.852694+00:00,2024-07-24 22:07:05.161808+00:00,1,41468,39926,
81181,Master's degree in Computer Science,Indiana University Bloomington,August 2022,May 2024,,,,-1,,{},2024-06-25 17:56:27.316977+00:00,2024-06-25 17:56:27.320532+00:00,1,41475,39933,
81182,Bachelor of Engineering - BE in Information Technology,Maharashtra Institute of Technology,2015,2019,,,,-1,,{},2024-06-25 17:56:27.324784+00:00,2024-06-25 17:56:27.327889+00:00,1,41475,39933,
80597,Master's degree,Indiana University Bloomington,2022,2024,,,,-1,,{},2024-06-25 10:24:54.093710+00:00,2024-07-08 09:30:29.306443+00:00,1,41475,39933,
80598,Bachelor of Engineering - BE,Maharashtra Institute of Technology,2015,2019,,,,-1,,{},2024-06-25 10:24:54.102825+00:00,2024-07-08 09:30:29.310391+00:00,1,41475,39933,
81150,Master's degree in Computer Science,University of Arkansas at Little Rock,August 2022,May 2024,,,,-1,,{},2024-06-25 17:37:36.301483+00:00,2024-06-25 19:20:21.631615+00:00,1,41479,39937,
81151,Computer Science,MVSR Engineering College,2014,2018,,,,-1,,{},2024-06-25 17:37:36.309539+00:00,2024-06-25 19:20:21.636397+00:00,1,41479,39937,
80606,Ou,MVSR Engineering College,2014,2018,,,,-1,,{},2024-06-25 10:26:26.451310+00:00,2024-07-24 17:38:46.214715+00:00,1,41479,39937,
80605,Master's degree,University of Arkansas at Little Rock,2022,2024,,,,-1,,{},2024-06-25 10:26:26.445027+00:00,2024-07-24 17:38:46.208908+00:00,1,41479,39937,
81219,"Master's, Computer Science","California State University, Northridge",August 2022,May 2024,,,,-1,,{},2024-06-25 19:02:48.353705+00:00,2024-06-25 19:02:48.357896+00:00,1,41489,39947,
81220,"Bachelor of Technology - BTech, Computer Science",Pragati Engineering College,June 2015,May 2019,,,,-1,,{},2024-06-25 19:02:48.361947+00:00,2024-06-25 19:02:48.369275+00:00,1,41489,39947,
80624,Master's,"California State University, Northridge",2022,2024,,,,-1,,{},2024-06-25 10:28:56.904686+00:00,2024-07-12 12:45:53.529268+00:00,1,41489,39947,
80625,Bachelor of Technology - BTech,Pragati Engineering College,2015,2019,,,,-1,,{},2024-06-25 10:28:56.911858+00:00,2024-07-12 12:45:53.536826+00:00,1,41489,39947,
81088,"Master's degree, Computer Software Engineering",Northeastern University,January 2022,April 2024,,,,-1,,{},2024-06-25 13:17:24.146159+00:00,2024-06-26 09:33:25.703617+00:00,1,41493,39951,
81089,"Bachelor's degree, Electrical and Electronics Engineering",Vasavi College of Engg,2015,2019,,,,-1,,{},2024-06-25 13:17:24.153858+00:00,2024-06-26 09:33:25.709193+00:00,1,41493,39951,
80632,Master's degree,Northeastern University,2022,2024,,,,-1,,{},2024-06-25 10:29:43.252215+00:00,2024-06-25 10:29:43.255343+00:00,1,41493,39951,
80633,Bachelor's degree,Vasavi College of Engg,2015,2019,,,,-1,,{},2024-06-25 10:29:43.259585+00:00,2024-06-25 10:29:43.262531+00:00,1,41493,39951,
81143,"Bachelor of Technology - BTech, Electrical, Electronic and Communications Engineering Technology/Technician",Vellore Institute of Technology,July 2016,September 2020,,,,-1,,{},2024-06-25 17:15:21.927640+00:00,2024-06-25 17:15:21.932663+00:00,1,41495,39953,
81144,"Intermediate, MPC",Narayana Junior College,2014,2016,,,,-1,,{},2024-06-25 17:15:21.937076+00:00,2024-06-25 17:15:21.940227+00:00,1,41495,39953,
80635,Master's in Information System,Binghamton University,August 2022,May 2024,,,,-1,,{},2024-06-25 10:30:19.390719+00:00,2024-06-25 17:15:21.921157+00:00,1,41495,39953,
80636,Bachelor of Technology - BTech,VIT_Vellore Institute of Technology ,2016,2020,,,,-1,,{},2024-06-25 10:30:19.398544+00:00,2024-06-25 10:30:19.401769+00:00,1,41495,39953,
80637,intermediate,Narayana Junior College - India,2014,2016,,,,-1,,{},2024-06-25 10:30:19.406307+00:00,2024-06-25 10:30:19.409492+00:00,1,41495,39953,
80638,High School,Bethany High School,2002,2014,,,,-1,,{},2024-06-25 10:30:19.413885+00:00,2024-06-25 17:15:21.944937+00:00,1,41495,39953,
81386,"Masters, Computer Science",Oregon State University,January 2022,December 2023,,,,-1,,{},2024-06-27 07:40:28.475684+00:00,2024-06-27 07:40:28.480209+00:00,1,41501,39959,
81387,"Bachelor of Technology - BTech, Computer Science",Mahatma Gandhi Institute of Technology,August 2015,May 2019,,,,-1,,{},2024-06-27 07:40:28.484423+00:00,2024-06-27 07:40:28.487692+00:00,1,41501,39959,
81388,"Intermediate, MPC",Narayana Junior College - India,2013,2015,,,,-1,,{},2024-06-27 07:40:28.491622+00:00,2024-06-27 07:40:28.494564+00:00,1,41501,39959,
81389,"10th , SSC",St.Sai Grammar High School,2001,2013,,,,-1,,{},2024-06-27 07:40:28.498218+00:00,2024-06-27 07:40:28.505539+00:00,1,41501,39959,
80652,Masters,Oregon State University,2022,2023,,,,-1,,{},2024-06-25 10:32:00.698926+00:00,2024-06-25 10:32:00.702119+00:00,1,41501,39959,
80653,Bachelor of Technology - BTech,Mahatma Gandhi Institute of Technology,2015,2019,,,,-1,,{},2024-06-25 10:32:00.706640+00:00,2024-06-25 10:32:00.709599+00:00,1,41501,39959,
80654,Intermediate,Narayana Junior College - India,2013,2015,,,,-1,,{},2024-06-25 10:32:00.713959+00:00,2024-06-25 10:32:00.717228+00:00,1,41501,39959,
80655,10th ,St.Sai Grammar High School,2001,2013,,,,-1,,{},2024-06-25 10:32:00.721608+00:00,2024-06-25 10:32:00.724858+00:00,1,41501,39959,
81165,"Master's degree, Computer Science",University of Florida,August 2022,August 2024,,,,-1,,{},2024-06-25 17:46:48.945582+00:00,2024-06-25 17:46:48.949769+00:00,1,41504,39962,
81166,"Bachelor of Technology - BTech, Computer Science",R.V.R. & J.C. College of Engineering,2018,2022,,,,-1,,{},2024-06-25 17:46:48.954807+00:00,2024-06-25 17:46:48.958092+00:00,1,41504,39962,
80660,Master's degree,University of Florida,August 2022,August 2024,,,,-1,,{},2024-06-25 10:32:58.582041+00:00,2024-06-25 18:35:48.706689+00:00,1,41504,39962,
80661,Bachelor of Technology - BTech,R.V.R. & J.C. College of Engineering,2018,2022,,,,-1,,{},2024-06-25 10:32:58.589268+00:00,2024-06-25 18:35:48.711400+00:00,1,41504,39962,
81126,"Master of Science - MS, Computer and Information Sciences",Syracuse University,August 2022,May 2024,,,,-1,,{},2024-06-25 17:03:01.768656+00:00,2024-06-26 09:35:27.162272+00:00,1,41507,39965,
81127,"Bachelor of Technology - BTech, Computer Science and Engineering",VNR Vignanajyothi Institute of Engineering & Technology,August 2016,September 2020,,,,-1,,{},2024-06-25 17:03:01.776849+00:00,2024-06-26 09:35:27.166810+00:00,1,41507,39965,
80667,Master of Science - MS,Syracuse University,2022,2024,,,,-1,,{},2024-06-25 10:33:54.007499+00:00,2024-07-07 21:59:40.228327+00:00,1,41507,39965,
80668,Bachelor of Technology - BTech,VNR Vignanajyothi Institute of Engineering & Technology,2016,2020,,,,-1,,{},2024-06-25 10:33:54.015371+00:00,2024-07-07 21:59:40.234218+00:00,1,41507,39965,
80669,Board of Secondary Education,"Sri Chaitanya Junior College, Kukatpally, Hyderabad",2014,2016,,,,-1,,{},2024-06-25 10:33:54.022529+00:00,2024-07-07 21:59:40.240561+00:00,1,41507,39965,
81265,"Masters, Computer Science",Binghamton University,August 2022,May 2024,,,,-1,,{},2024-06-26 09:32:51.068984+00:00,2024-06-26 09:32:51.078563+00:00,1,41512,39970,
81266,"Bachelor of Engineering - BE, Computer Engineering","Mumbai Educational Trust, MET League of Colleges",2017,2021,,,,-1,,{},2024-06-26 09:32:51.082984+00:00,2024-06-26 09:32:51.086465+00:00,1,41512,39970,
80682,Masters,"Thomas J. Watson College of Engineering and Applied Science, Binghamton University",2022,2024,,,,-1,,{},2024-06-25 10:35:22.186529+00:00,2024-06-25 10:35:22.190661+00:00,1,41512,39970,
80683,Bachelor of Engineering - BE,"Mumbai Educational Trust, MET League of Colleges",2017,2021,,,,-1,,{},2024-06-25 10:35:22.196078+00:00,2024-06-25 10:35:22.205556+00:00,1,41512,39970,
80684,,GES HAL High School and Jr. College,2015,2017,,,,-1,,{},2024-06-25 10:35:22.211248+00:00,2024-06-25 10:35:22.214885+00:00,1,41512,39970,
81149,"Master of Science - MS, Computer Science",New Jersey Institute of Technology,September 2022,May 2024,,,,-1,,{},2024-06-25 17:34:57.264004+00:00,2024-06-25 17:34:57.271030+00:00,1,41514,39972,
80689,Master of Science - MS,New Jersey Institute of Technology,2022,2024,,,,-1,,{},2024-06-25 10:36:10.502458+00:00,2024-06-25 10:36:10.505261+00:00,1,41514,39972,
80690,Bachelor's degree,Krishna Institute of engineering and technology,2015,2019,,,,-1,,{},2024-06-25 10:36:10.511204+00:00,2024-06-25 10:36:10.514318+00:00,1,41514,39972,
81183,"Master of Science - MS, Computer Science",Florida Atlantic University,August 2022,May 2024,,,,-1,,{},2024-06-25 17:56:51.327504+00:00,2024-06-25 17:56:51.331133+00:00,1,41516,39974,
80694,Master of Science - MS,Florida Atlantic University,2022,2024,,,,-1,,{},2024-06-25 10:36:41.657172+00:00,2024-06-25 10:36:41.660400+00:00,1,41516,39974,
80695,Bachelor of Technology - BTech,Velagapudi Ramakrishna Siddhartha Engineering College,2016,2020,,,,-1,,{},2024-06-25 10:36:41.665120+00:00,2024-06-25 10:36:41.668717+00:00,1,41516,39974,
81113,Master's degree in Computer Science,Colorado State University,August 2022,April 2024,,,,-1,,{},2024-06-25 13:55:44.195789+00:00,2024-06-25 13:55:44.204205+00:00,1,41517,39975,
81114,Bachelor of Technology in Computer Engineering,R.V.R. & J.C. College of Engineering,2016,2020,,,,-1,,{},2024-06-25 13:55:44.211864+00:00,2024-06-25 13:55:44.215702+00:00,1,41517,39975,
80696,Master's degree,Colorado State University,2022,2024,,,,-1,,{},2024-06-25 10:36:45.924656+00:00,2024-06-25 10:36:45.928314+00:00,1,41517,39975,
80697,Bachelor of Technology,R.V.R. & J.C. College of Engineering,2016,2020,,,,-1,,{},2024-06-25 10:36:45.933353+00:00,2024-06-25 10:36:45.937676+00:00,1,41517,39975,
